"Id_receta";"Fecha_emision_receta";"Rotulo_receta";"Tipo_tratamiento_receta";"Replica_receta";"Tratamiento_prolongado_receta";"cliente_DNI_cliente";"M�dico_numMatr�cula"
579;"2024-05-14 07:16:38";"Instituto de Salud Pública de Córdoba";"";"simple";0;87380301;155296
580;"2024-05-17 18:30:35";"Sanatorio Belgrano";"terapia de grupo";"simple";0;12450437;315226
581;"2024-05-14 19:51:41";"Hospital General de Buenos Aires";"acupuntura";"simple";0;72439735;212536
582;"2024-05-24 05:52:14";"Instituto de Salud Pública de Córdoba";"terapia física";"simple";0;69312265;595678
583;"2024-05-24 15:26:20";"Instituto de Salud Pública de Córdoba";"terapia ocupacional";"simple";0;89647534;202072
584;"2024-05-27 07:36:39";"";"terapia de grupo";"simple";0;21144588;157012
585;"2024-06-01 10:44:28";"";"terapia de masajes";"simple";0;57919910;584050
586;"2024-05-28 04:36:18";"Centro Médico Rosario";"tratamiento homeopático";"simple";0;43053638;302296
587;"2024-05-17 11:42:30";"Hospital General de Buenos Aires";"terapia ocupacional";"simple";1;32294132;444700
588;"2024-05-20 06:08:18";"Sanatorio Belgrano";"psicotr�pico";"duplicada";1;99243506;570322
589;"2024-05-16 03:23:14";"Clínica San Martín";"medicación";"simple";0;55794215;510070
590;"2024-05-19 07:51:14";"Hospital General de Buenos Aires";"antibi�tico";"archivada";0;48230553;489316
591;"2024-05-22 02:13:16";"Instituto de Salud Pública de Córdoba";"terapia cognitivo-conductual";"simple";0;33665705;363022
592;"2024-05-27 21:25:59";"Instituto de Salud Pública de Córdoba";"terapia física";"simple";0;85325092;565162
593;"2024-05-22 12:39:36";"Hospital General de Buenos Aires";"psicotr�pico";"duplicada";0;70610007;549484
594;"2024-06-03 14:34:52";"";"antibi�tico";"duplicada";0;68358683;589228
595;"2024-05-21 16:16:35";"Clínica San Martín";"acupuntura";"simple";0;38201425;452824
596;"2024-05-21 06:20:20";"Clínica San Martín";"antibi�tico";"duplicada";0;90707097;103720
597;"2024-05-27 04:36:45";"Clínica San Martín";"psicotr�pico";"triplicada";0;71015624;300118
598;"2024-06-03 12:57:33";"Clínica San Martín";"medicación";"simple";0;33665705;254848
599;"2024-05-27 03:14:36";"Instituto de Salud Pública de Córdoba";"psicotr�pico";"triplicada";0;13362601;342634
600;"2024-06-06 22:15:29";"";"terapia física";"simple";0;38201425;112288
601;"2024-05-26 10:55:43";"Clínica San Martín";"medicación";"simple";0;31457173;241444
602;"2024-05-27 08:06:59";"Sanatorio Belgrano";"psicotr�pico";"duplicada";0;67143637;508282
603;"2024-05-14 15:56:11";"";"antibi�tico";"duplicada";0;90855012;531364
604;"2024-06-06 05:21:42";"Centro Médico Rosario";"terapia de masajes";"simple";0;65923387;280534
605;"2024-05-29 04:50:20";"";"antibi�tico";"triplicada";0;80589157;151984
606;"2024-06-05 04:43:24";"";"psicotr�pico";"archivada";1;41215288;221932
607;"2024-05-23 18:26:26";"Centro Médico Rosario";"psicotr�pico";"triplicada";0;25590889;480028
608;"2024-05-20 16:12:36";"";"antibi�tico";"duplicada";0;63192652;216676
609;"2024-05-30 11:51:53";"Instituto de Salud Pública de Córdoba";"antibi�tico";"triplicada";0;96088162;239134
610;"2024-05-23 13:11:41";"Hospital General de Buenos Aires";"terapia cognitivo-conductual";"simple";0;92730312;582430
611;"2024-05-25 08:19:35";"Hospital General de Buenos Aires";"terapia cognitivo-conductual";"simple";1;53440840;549508
612;"2024-05-28 17:27:04";"";"";"simple";0;45547271;520636
613;"2024-05-24 16:15:24";"Sanatorio Belgrano";"antibi�tico";"duplicada";0;20448968;481414
614;"2024-05-28 06:07:04";"Sanatorio Belgrano";"antibi�tico";"triplicada";0;64849005;236476
615;"2024-05-30 18:22:47";"Clínica San Martín";"cirugía";"simple";0;99886821;562438
616;"2024-05-26 15:34:07";"Hospital General de Buenos Aires";"";"simple";0;18213002;416500
617;"2024-05-24 03:10:03";"";"terapia ocupacional";"simple";0;85325092;470134
618;"2024-05-18 07:36:52";"";"terapia de grupo";"simple";0;14591013;563530
619;"2024-05-14 15:07:41";"";"psicotr�pico";"triplicada";0;52818901;181318
620;"2024-05-15 20:54:01";"Clínica San Martín";"antibi�tico";"triplicada";1;44530216;407074
621;"2024-05-29 05:49:17";"Sanatorio Belgrano";"medicación";"simple";0;57721839;159280
622;"2024-05-16 16:44:39";"Clínica San Martín";"antibi�tico";"archivada";0;50024689;369772
623;"2024-05-14 21:22:05";"Instituto de Salud Pública de Córdoba";"";"simple";0;81610733;405304
624;"2024-05-15 12:03:30";"";"terapia ocupacional";"simple";1;24340612;199426
625;"2024-05-21 18:41:43";"";"terapia de masajes";"simple";0;31457173;524590
626;"2024-05-23 10:53:59";"Instituto de Salud Pública de Córdoba";"terapia cognitivo-conductual";"simple";0;15443782;483478
627;"2024-06-07 12:34:07";"Centro Médico Rosario";"medicación";"simple";0;79226212;500788
628;"2024-06-06 13:51:14";"";"terapia de grupo";"simple";0;54560993;315226
629;"2024-05-26 00:18:17";"Hospital General de Buenos Aires";"terapia ocupacional";"simple";0;59893438;279280
630;"2024-06-05 03:13:41";"Centro Médico Rosario";"psicotr�pico";"duplicada";0;91682797;126058
631;"2024-06-03 12:12:20";"Instituto de Salud Pública de Córdoba";"medicación";"simple";0;45020343;407074
632;"2024-06-05 15:38:24";"";"cirugía";"simple";0;65134337;384004
633;"2024-06-03 22:12:20";"Clínica San Martín";"medicación";"simple";0;46614709;221932
634;"2024-05-16 23:05:52";"Sanatorio Belgrano";"tratamiento homeopático";"simple";0;94847000;353008
635;"2024-05-19 05:20:58";"Sanatorio Belgrano";"";"simple";0;65125981;121846
636;"2024-05-31 10:34:40";"";"antibi�tico";"duplicada";0;14495567;548704
637;"2024-05-31 14:40:41";"Instituto de Salud Pública de Córdoba";"tratamiento con láser";"simple";0;86959523;259774
638;"2024-05-27 18:45:58";"Centro Médico Rosario";"psicotr�pico";"duplicada";0;47962084;426346
639;"2024-05-16 05:03:19";"Hospital General de Buenos Aires";"terapia de masajes";"simple";1;65903828;266854
640;"2024-05-15 13:40:48";"";"tratamiento homeopático";"simple";0;56136728;496060
641;"2024-06-07 02:59:01";"Centro Médico Rosario";"medicación";"simple";0;44530216;442828
642;"2024-05-29 03:28:32";"";"medicación";"simple";0;53440840;581290
643;"2024-05-28 20:40:00";"";"terapia cognitivo-conductual";"simple";0;21755685;243988
644;"2024-06-03 01:44:25";"Hospital General de Buenos Aires";"terapia de grupo";"simple";0;84931288;132250
645;"2024-05-19 17:15:54";"Sanatorio Belgrano";"psicotr�pico";"duplicada";0;13612803;187450
646;"2024-06-02 00:32:34";"Sanatorio Belgrano";"terapia de masajes";"simple";0;26751915;485716
647;"2024-05-21 18:40:34";"Instituto de Salud Pública de Córdoba";"terapia de grupo";"simple";0;83493541;487714
648;"2024-05-24 04:50:33";"Clínica San Martín";"antibi�tico";"duplicada";0;82169374;267802
649;"2024-05-24 22:55:44";"Centro Médico Rosario";"antibi�tico";"archivada";0;17269788;447754
650;"2024-06-07 06:22:28";"Clínica San Martín";"acupuntura";"simple";0;42844501;270328
651;"2024-05-16 05:31:37";"";"psicotr�pico";"duplicada";0;21025557;532678
652;"2024-05-28 05:16:23";"Hospital General de Buenos Aires";"terapia de grupo";"simple";0;79114431;552724
653;"2024-05-26 00:24:36";"Sanatorio Belgrano";"psicotr�pico";"duplicada";0;22131187;481414
654;"2024-06-05 05:11:23";"Instituto de Salud Pública de Córdoba";"antibi�tico";"triplicada";1;79754597;584050
655;"2024-05-20 17:44:08";"Sanatorio Belgrano";"medicación";"simple";1;18853070;163204
656;"2024-05-17 12:16:57";"Instituto de Salud Pública de Córdoba";"";"simple";1;45436296;592918
657;"2024-05-18 10:05:27";"";"antibi�tico";"archivada";0;44417725;370738
658;"2024-05-30 05:37:45";"";"terapia de masajes";"simple";1;99243506;465784
659;"2024-06-02 22:54:40";"Hospital General de Buenos Aires";"cirugía";"simple";0;60693961;332176
660;"2024-05-29 22:59:43";"";"medicación";"simple";0;21288619;349654
661;"2024-05-27 09:08:06";"Clínica San Martín";"acupuntura";"simple";0;27400088;311566
662;"2024-05-31 19:18:11";"Hospital General de Buenos Aires";"terapia de masajes";"simple";0;83964257;461902
663;"2024-05-20 22:25:14";"Centro Médico Rosario";"psicotr�pico";"archivada";0;95153803;212536
664;"2024-06-06 13:25:14";"Hospital General de Buenos Aires";"psicotr�pico";"triplicada";0;23544653;401260
665;"2024-05-28 23:20:14";"";"terapia ocupacional";"simple";0;64669448;209302
666;"2024-05-31 18:39:56";"Hospital General de Buenos Aires";"tratamiento con láser";"simple";0;57049290;226564
667;"2024-05-30 04:01:35";"";"antibi�tico";"triplicada";0;45369535;484504
668;"2024-06-01 19:32:47";"Centro Médico Rosario";"terapia ocupacional";"simple";0;92655982;388216
669;"2024-05-27 05:11:57";"";"psicotr�pico";"archivada";1;21440470;565378
670;"2024-05-16 01:18:29";"Instituto de Salud Pública de Córdoba";"psicotr�pico";"triplicada";0;96158340;564718
671;"2024-05-30 15:57:12";"Centro Médico Rosario";"tratamiento con láser";"simple";0;64669448;493582
672;"2024-05-19 19:32:38";"";"acupuntura";"simple";0;82798038;399028
673;"2024-05-19 11:43:00";"Centro Médico Rosario";"acupuntura";"simple";0;34989690;470968
674;"2024-05-16 10:31:28";"";"";"simple";0;27400088;506386
675;"2024-05-28 11:10:23";"Centro Médico Rosario";"antibi�tico";"triplicada";0;54022289;496690
676;"2024-06-05 06:48:08";"Hospital General de Buenos Aires";"acupuntura";"simple";1;74718043;394612
677;"2024-05-25 23:53:26";"Instituto de Salud Pública de Córdoba";"terapia ocupacional";"simple";0;44417725;204838
678;"2024-05-23 20:40:19";"Clínica San Martín";"psicotr�pico";"triplicada";0;76595564;345796
679;"2024-05-18 10:55:56";"";"terapia cognitivo-conductual";"simple";0;99886821;487192
680;"2024-05-15 22:06:01";"Clínica San Martín";"antibi�tico";"triplicada";1;74755275;384004
681;"2024-05-22 12:37:15";"Sanatorio Belgrano";"tratamiento con láser";"simple";0;10825579;411112
682;"2024-05-31 17:00:52";"";"terapia de grupo";"simple";0;75454424;558310
683;"2024-06-07 00:29:26";"Hospital General de Buenos Aires";"terapia física";"simple";0;88465230;102760
684;"2024-06-04 13:05:35";"";"antibi�tico";"archivada";0;82723998;467110
685;"2024-05-18 02:30:08";"";"terapia de grupo";"simple";0;96060838;540292
686;"2024-05-20 01:01:40";"Hospital General de Buenos Aires";"";"simple";0;16478694;241444
687;"2024-05-26 11:27:08";"Centro Médico Rosario";"medicación";"simple";0;49596187;303478
688;"2024-06-05 15:41:19";"Hospital General de Buenos Aires";"terapia ocupacional";"simple";0;44221817;384004
689;"2024-05-27 04:15:31";"";"tratamiento homeopático";"simple";0;57721839;209302
690;"2024-05-26 15:19:01";"Instituto de Salud Pública de Córdoba";"terapia ocupacional";"simple";0;64116052;575422
691;"2024-05-22 13:48:52";"Instituto de Salud Pública de Córdoba";"terapia ocupacional";"simple";0;34740181;349654
692;"2024-05-16 04:04:25";"Clínica San Martín";"terapia de grupo";"simple";0;47151089;236554
693;"2024-05-20 15:46:58";"Clínica San Martín";"";"simple";0;25511741;371908
694;"2024-05-24 02:52:59";"Sanatorio Belgrano";"acupuntura";"simple";0;48634934;112288
695;"2024-05-14 22:52:52";"Clínica San Martín";"terapia cognitivo-conductual";"simple";0;25511741;187852
696;"2024-05-31 05:07:50";"Instituto de Salud Pública de Córdoba";"antibi�tico";"duplicada";0;28056265;248230
697;"2024-05-17 09:13:04";"Hospital General de Buenos Aires";"psicotr�pico";"duplicada";0;69452895;410608
698;"2024-05-17 12:33:57";"";"terapia física";"simple";1;42402212;126058
699;"2024-05-18 16:43:48";"Sanatorio Belgrano";"tratamiento con láser";"simple";0;94280649;335776
700;"2024-05-15 14:09:03";"Hospital General de Buenos Aires";"psicotr�pico";"duplicada";0;79951301;145150
701;"2024-05-19 00:23:19";"Clínica San Martín";"medicación";"simple";0;14495567;585568
702;"2024-05-25 18:29:28";"";"cirugía";"simple";0;59664447;416578
703;"2024-05-28 19:20:21";"";"medicación";"simple";0;42844501;280534
704;"2024-06-01 11:53:46";"";"cirugía";"simple";0;69200456;256324
705;"2024-06-03 06:14:29";"Hospital General de Buenos Aires";"antibi�tico";"archivada";0;96060838;461902
706;"2024-06-05 21:09:29";"";"terapia ocupacional";"simple";0;56136728;384022
707;"2024-05-14 07:09:13";"Hospital General de Buenos Aires";"terapia cognitivo-conductual";"simple";0;84931288;467506
708;"2024-05-14 12:24:54";"";"terapia cognitivo-conductual";"simple";0;44221817;577084
709;"2024-05-23 06:54:09";"";"psicotr�pico";"archivada";0;73944139;270328
710;"2024-05-21 00:00:41";"Instituto de Salud Pública de Córdoba";"tratamiento con láser";"simple";0;14484577;582544
711;"2024-06-01 23:13:09";"";"terapia de grupo";"simple";1;68573402;477082
712;"2024-05-29 06:46:29";"Hospital General de Buenos Aires";"terapia de grupo";"simple";0;61374904;433066
713;"2024-05-20 23:58:22";"Centro Médico Rosario";"tratamiento homeopático";"simple";0;30483767;227308
714;"2024-05-19 11:46:39";"";"tratamiento con láser";"simple";0;95903814;200362
715;"2024-05-24 21:50:31";"Sanatorio Belgrano";"cirugía";"simple";0;94889056;436036
716;"2024-06-01 10:09:05";"Hospital General de Buenos Aires";"cirugía";"simple";0;35997890;296680
717;"2024-06-04 20:45:40";"Clínica San Martín";"tratamiento homeopático";"simple";0;57993519;247600
718;"2024-05-20 04:45:06";"Hospital General de Buenos Aires";"tratamiento homeopático";"simple";0;49335895;270718
719;"2024-06-05 04:30:19";"";"acupuntura";"simple";0;49335895;380950
720;"2024-05-16 15:22:08";"Centro Médico Rosario";"terapia de grupo";"simple";0;80799967;338620
721;"2024-06-05 01:08:48";"Centro Médico Rosario";"terapia de masajes";"simple";0;89257418;467110
722;"2024-05-14 03:27:27";"Sanatorio Belgrano";"medicación";"simple";0;67143637;492586
723;"2024-06-05 22:31:35";"";"acupuntura";"simple";0;77268910;510070
724;"2024-05-21 08:44:08";"Instituto de Salud Pública de Córdoba";"";"simple";0;64116052;413638
725;"2024-05-18 11:03:54";"";"acupuntura";"simple";0;63192652;370738
726;"2024-05-26 08:03:54";"Instituto de Salud Pública de Córdoba";"terapia cognitivo-conductual";"simple";0;52007891;513022
727;"2024-06-06 10:36:11";"Centro Médico Rosario";"psicotr�pico";"triplicada";0;72503758;434518
728;"2024-06-04 04:39:00";"Hospital General de Buenos Aires";"antibi�tico";"archivada";0;32570310;336760
729;"2024-05-21 10:36:43";"Instituto de Salud Pública de Córdoba";"";"simple";0;89715979;233044
730;"2024-05-18 04:19:39";"Hospital General de Buenos Aires";"terapia ocupacional";"simple";0;32294132;241966
731;"2024-05-22 02:59:00";"";"antibi�tico";"duplicada";0;75454424;575044
732;"2024-05-22 10:41:00";"Clínica San Martín";"tratamiento con láser";"simple";0;21467318;202360
733;"2024-05-15 03:38:12";"Sanatorio Belgrano";"terapia cognitivo-conductual";"simple";1;39256442;410560
734;"2024-05-28 23:27:43";"Centro Médico Rosario";"";"simple";1;24340612;145150
735;"2024-05-29 07:09:52";"";"terapia cognitivo-conductual";"simple";0;22153307;208426
736;"2024-06-05 21:30:55";"Instituto de Salud Pública de Córdoba";"cirugía";"simple";0;22591166;450628
737;"2024-05-28 01:55:32";"Sanatorio Belgrano";"terapia de grupo";"simple";0;48347703;509572
738;"2024-05-29 07:26:26";"";"psicotr�pico";"archivada";0;97577237;397600
739;"2024-05-24 06:59:14";"Clínica San Martín";"";"simple";0;11238409;470638
740;"2024-05-27 15:00:07";"";"terapia física";"simple";0;49222077;301792
741;"2024-05-17 02:08:16";"";"psicotr�pico";"duplicada";0;84771759;234034
742;"2024-06-03 03:49:30";"Centro Médico Rosario";"antibi�tico";"triplicada";0;52007891;581290
743;"2024-05-14 04:13:18";"";"antibi�tico";"duplicada";0;14589726;262588
744;"2024-06-07 20:52:11";"Sanatorio Belgrano";"tratamiento homeopático";"simple";0;69139425;280570
745;"2024-06-05 08:14:33";"Hospital General de Buenos Aires";"cirugía";"simple";0;25879855;385564
746;"2024-06-05 02:41:57";"Clínica San Martín";"terapia física";"simple";0;89075977;188626
747;"2024-05-21 08:49:11";"Instituto de Salud Pública de Córdoba";"antibi�tico";"duplicada";0;31134978;133180
748;"2024-06-06 20:16:21";"Clínica San Martín";"";"simple";0;43954364;287602
749;"2024-05-26 12:01:36";"Clínica San Martín";"medicación";"simple";0;54194799;303190
750;"2024-05-16 02:09:51";"Instituto de Salud Pública de Córdoba";"terapia de masajes";"simple";0;14180322;348406
751;"2024-06-06 02:48:30";"";"terapia de masajes";"simple";0;89041653;163204
752;"2024-05-21 00:24:15";"Clínica San Martín";"acupuntura";"simple";0;39711263;273838
753;"2024-05-19 00:03:37";"Centro Médico Rosario";"antibi�tico";"duplicada";0;22153307;342904
754;"2024-06-04 16:38:49";"Clínica San Martín";"terapia cognitivo-conductual";"simple";0;71719511;354772
755;"2024-06-07 23:07:23";"Clínica San Martín";"tratamiento con láser";"simple";0;59502113;467506
756;"2024-05-27 02:34:22";"Sanatorio Belgrano";"acupuntura";"simple";0;19347148;395140
757;"2024-05-17 22:31:38";"";"tratamiento con láser";"simple";0;68077160;482206
758;"2024-05-21 21:12:16";"Sanatorio Belgrano";"psicotr�pico";"triplicada";1;52881001;442828
759;"2024-05-24 06:28:46";"";"terapia de grupo";"simple";0;25582305;582430
760;"2024-06-07 05:20:06";"Clínica San Martín";"psicotr�pico";"triplicada";0;91793859;279280
761;"2024-06-07 06:44:52";"";"cirugía";"simple";1;71253084;293008
762;"2024-06-02 09:50:56";"Sanatorio Belgrano";"terapia cognitivo-conductual";"simple";0;18853070;428122
763;"2024-05-29 02:28:21";"Centro Médico Rosario";"cirugía";"simple";0;89647534;232366
764;"2024-05-16 00:57:55";"Centro Médico Rosario";"tratamiento homeopático";"simple";0;93671620;157012
765;"2024-05-27 17:56:11";"Sanatorio Belgrano";"terapia ocupacional";"simple";0;51920333;202072
766;"2024-06-01 12:23:07";"Instituto de Salud Pública de Córdoba";"psicotr�pico";"duplicada";0;74755275;228490
767;"2024-05-24 03:17:18";"Instituto de Salud Pública de Córdoba";"tratamiento homeopático";"simple";1;71015624;407074
768;"2024-05-15 09:55:30";"";"antibi�tico";"triplicada";1;30503859;514336
769;"2024-05-17 06:50:23";"Clínica San Martín";"medicación";"simple";0;14252328;331294
770;"2024-06-02 23:19:26";"Hospital General de Buenos Aires";"terapia de masajes";"simple";0;90136395;155296
771;"2024-06-05 14:32:42";"";"psicotr�pico";"archivada";0;11079960;535090
772;"2024-05-16 10:42:38";"Sanatorio Belgrano";"terapia cognitivo-conductual";"simple";0;66958667;103720
773;"2024-06-02 15:27:41";"Instituto de Salud Pública de Córdoba";"terapia cognitivo-conductual";"simple";0;53440840;434518
774;"2024-05-28 23:13:54";"";"terapia ocupacional";"simple";0;79937942;408208
775;"2024-05-22 13:36:14";"Centro Médico Rosario";"antibi�tico";"archivada";0;81036947;570322
776;"2024-05-25 20:00:20";"";"terapia física";"simple";0;83633894;395140
777;"2024-06-03 18:38:03";"Instituto de Salud Pública de Córdoba";"psicotr�pico";"archivada";0;60874196;405616
778;"2024-05-29 15:15:48";"Instituto de Salud Pública de Córdoba";"antibi�tico";"archivada";0;35409229;532678
779;"2024-05-27 04:19:21";"Sanatorio Belgrano";"antibi�tico";"archivada";0;48634934;233044
780;"2024-05-30 03:48:42";"Centro Médico Rosario";"psicotr�pico";"triplicada";0;48022033;435040
781;"2024-05-16 21:22:11";"Sanatorio Belgrano";"tratamiento homeopático";"simple";0;79246698;267802
782;"2024-05-15 07:33:33";"Clínica San Martín";"";"simple";0;38172263;408208
783;"2024-05-29 07:55:44";"Centro Médico Rosario";"tratamiento homeopático";"simple";0;39581947;218404
784;"2024-06-04 10:11:40";"Sanatorio Belgrano";"medicación";"simple";0;30606198;133180
785;"2024-06-07 00:19:36";"";"cirugía";"simple";0;54337984;331294
786;"2024-05-29 23:36:33";"Centro Médico Rosario";"psicotr�pico";"archivada";0;79246698;476866
787;"2024-05-30 10:20:03";"Sanatorio Belgrano";"acupuntura";"simple";0;68358683;580246
788;"2024-06-02 18:05:09";"Clínica San Martín";"tratamiento con láser";"simple";0;44321257;188626
789;"2024-06-06 21:40:54";"";"acupuntura";"simple";0;65643965;388216
790;"2024-05-24 03:22:33";"Hospital General de Buenos Aires";"tratamiento con láser";"simple";0;60693961;270220
791;"2024-05-21 15:29:01";"Instituto de Salud Pública de Córdoba";"";"simple";0;71253084;471424
792;"2024-05-14 05:42:58";"Instituto de Salud Pública de Córdoba";"medicación";"simple";0;16327549;548182
793;"2024-05-23 11:04:05";"Clínica San Martín";"terapia de grupo";"simple";1;25879855;345796
794;"2024-06-02 19:34:47";"Hospital General de Buenos Aires";"terapia cognitivo-conductual";"simple";0;91330006;332614
795;"2024-05-28 02:57:00";"Instituto de Salud Pública de Córdoba";"terapia cognitivo-conductual";"simple";0;57021719;589894
796;"2024-05-17 15:05:01";"Instituto de Salud Pública de Córdoba";"antibi�tico";"triplicada";0;65903828;135706
797;"2024-06-05 11:10:38";"";"terapia de masajes";"simple";0;53600584;417238
798;"2024-06-03 00:44:06";"Centro Médico Rosario";"terapia cognitivo-conductual";"simple";0;45436296;538222
799;"2024-05-28 04:13:57";"";"terapia física";"simple";0;60198312;374332
800;"2024-05-17 20:15:57";"Clínica San Martín";"terapia ocupacional";"simple";0;66680160;415186
801;"2024-06-07 13:56:21";"";"cirugía";"simple";0;10825579;283240
802;"2024-05-20 06:34:41";"Sanatorio Belgrano";"tratamiento con láser";"simple";0;90097655;241444
803;"2024-06-01 21:34:11";"Centro Médico Rosario";"terapia de grupo";"simple";0;34989690;302296
804;"2024-05-25 13:46:09";"Instituto de Salud Pública de Córdoba";"terapia física";"simple";0;73291498;465256
805;"2024-05-30 06:19:35";"Instituto de Salud Pública de Córdoba";"tratamiento con láser";"simple";0;41150912;155368
806;"2024-05-15 11:29:08";"";"cirugía";"simple";0;16327549;340750
807;"2024-06-07 01:47:39";"Sanatorio Belgrano";"terapia de masajes";"simple";0;20051552;524284
808;"2024-06-03 16:40:49";"Hospital General de Buenos Aires";"terapia de grupo";"simple";0;31296008;135706
809;"2024-05-18 20:20:17";"Centro Médico Rosario";"terapia de masajes";"simple";0;52818901;228490
810;"2024-05-30 02:25:02";"Hospital General de Buenos Aires";"terapia física";"simple";0;42402212;232366
811;"2024-06-04 19:41:02";"Sanatorio Belgrano";"antibi�tico";"triplicada";0;64620354;502984
812;"2024-05-14 03:47:57";"Clínica San Martín";"acupuntura";"simple";0;33943237;549484
813;"2024-05-30 05:12:46";"Clínica San Martín";"tratamiento homeopático";"simple";0;69139425;571882
814;"2024-05-27 16:30:16";"Hospital General de Buenos Aires";"antibi�tico";"duplicada";0;87377443;394612
815;"2024-06-07 07:48:23";"";"";"simple";0;22153307;532678
816;"2024-05-25 15:47:16";"";"acupuntura";"simple";0;60874196;575422
817;"2024-06-01 10:54:30";"";"antibi�tico";"duplicada";1;89439912;431890
818;"2024-05-18 00:08:30";"";"acupuntura";"simple";0;77084715;182758
819;"2024-05-22 08:42:50";"Centro Médico Rosario";"psicotr�pico";"duplicada";0;91294007;266854
820;"2024-05-23 21:08:09";"Hospital General de Buenos Aires";"terapia de masajes";"simple";0;29453626;341140
821;"2024-05-19 03:15:24";"Instituto de Salud Pública de Córdoba";"terapia cognitivo-conductual";"simple";0;48184043;362110
822;"2024-05-29 17:00:10";"";"antibi�tico";"triplicada";0;12498035;592918
823;"2024-05-21 04:19:51";"Hospital General de Buenos Aires";"terapia de grupo";"simple";0;18213002;155296
824;"2024-05-14 19:34:53";"";"terapia de masajes";"simple";1;49385526;110980
825;"2024-05-21 21:26:24";"Sanatorio Belgrano";"";"simple";0;46257963;517336
826;"2024-05-26 14:41:05";"Instituto de Salud Pública de Córdoba";"terapia física";"simple";0;21755685;180844
827;"2024-06-07 12:21:12";"Instituto de Salud Pública de Córdoba";"terapia de masajes";"simple";0;23170986;168496
828;"2024-05-15 08:39:22";"Instituto de Salud Pública de Córdoba";"antibi�tico";"triplicada";0;54370290;487192
829;"2024-05-16 07:23:07";"Centro Médico Rosario";"antibi�tico";"duplicada";0;32681211;558022
830;"2024-06-03 21:25:12";"Instituto de Salud Pública de Córdoba";"cirugía";"simple";0;42608781;161836
831;"2024-06-07 19:54:55";"";"psicotr�pico";"triplicada";0;30537397;514336
832;"2024-05-28 10:59:33";"";"tratamiento con láser";"simple";0;94454199;592792
833;"2024-05-29 19:21:55";"";"tratamiento homeopático";"simple";0;42259609;374332
834;"2024-05-27 02:56:34";"";"psicotr�pico";"triplicada";0;29735594;551644
835;"2024-05-19 10:53:46";"";"tratamiento homeopático";"simple";0;21440470;286930
836;"2024-05-31 07:25:15";"";"antibi�tico";"archivada";0;11489420;102760
837;"2024-05-19 10:49:30";"Centro Médico Rosario";"terapia de grupo";"simple";0;77802378;342634
838;"2024-05-20 16:14:30";"";"antibi�tico";"duplicada";0;42844501;425566
839;"2024-05-17 23:37:38";"Centro Médico Rosario";"cirugía";"simple";0;64450270;481414
840;"2024-06-05 02:11:01";"Hospital General de Buenos Aires";"psicotr�pico";"archivada";0;93382185;444700
841;"2024-06-03 11:23:30";"";"";"simple";0;73291498;209302
842;"2024-05-31 21:15:27";"Clínica San Martín";"terapia cognitivo-conductual";"simple";0;19080050;401260
843;"2024-05-29 02:31:42";"Sanatorio Belgrano";"medicación";"simple";0;32129211;161836
844;"2024-05-30 23:57:41";"";"medicación";"simple";0;79642191;399256
845;"2024-06-01 08:15:28";"Instituto de Salud Pública de Córdoba";"terapia cognitivo-conductual";"simple";0;13653635;408208
846;"2024-05-27 11:59:25";"Hospital General de Buenos Aires";"antibi�tico";"archivada";0;36649122;155296
847;"2024-05-28 21:23:01";"Clínica San Martín";"tratamiento con láser";"simple";0;75192003;249112
848;"2024-05-27 06:05:05";"Sanatorio Belgrano";"tratamiento homeopático";"simple";0;44321257;156046
849;"2024-05-21 08:44:16";"Instituto de Salud Pública de Córdoba";"psicotr�pico";"duplicada";1;58303482;301792
850;"2024-06-07 12:56:33";"";"antibi�tico";"archivada";0;56282315;524284
851;"2024-06-05 00:09:19";"Centro Médico Rosario";"tratamiento con láser";"simple";0;12498035;532828
852;"2024-05-15 04:54:32";"Instituto de Salud Pública de Córdoba";"tratamiento homeopático";"simple";0;59502113;135706
853;"2024-05-14 06:14:28";"Instituto de Salud Pública de Córdoba";"tratamiento con láser";"simple";0;59893438;572224
854;"2024-06-05 18:17:27";"Sanatorio Belgrano";"terapia de grupo";"simple";0;60874196;527266
855;"2024-05-27 18:12:01";"Clínica San Martín";"terapia de grupo";"simple";0;13924480;229162
856;"2024-06-03 01:55:01";"Sanatorio Belgrano";"terapia cognitivo-conductual";"simple";0;79226212;266476
857;"2024-05-21 18:58:13";"Hospital General de Buenos Aires";"acupuntura";"simple";0;91793859;120412
858;"2024-05-18 15:15:42";"Clínica San Martín";"antibi�tico";"duplicada";0;33665705;159280
859;"2024-06-01 13:04:22";"";"cirugía";"simple";0;91793859;311566
860;"2024-06-03 08:01:22";"";"cirugía";"simple";0;16347814;260122
861;"2024-05-15 18:27:27";"Sanatorio Belgrano";"terapia física";"simple";0;99401457;410608
862;"2024-05-14 06:07:32";"Hospital General de Buenos Aires";"terapia de masajes";"simple";0;94280649;438004
863;"2024-05-31 02:11:52";"";"acupuntura";"simple";0;26094445;251782
864;"2024-06-06 00:33:18";"Hospital General de Buenos Aires";"psicotr�pico";"duplicada";0;13612803;558022
865;"2024-05-31 17:25:36";"";"psicotr�pico";"duplicada";0;59893438;349654
866;"2024-05-16 05:51:06";"Clínica San Martín";"acupuntura";"simple";0;52347397;268678
